company_id,company_name,reg_address,location,incorporation_date,email,phone_number,authorized_capital,status
23SDDNC7009Z1ZL,Bhoj Buildcon Pvt Ltd,"Sector C, Bhopal",Bhopal,2014-10-29,admin@bhojbuildconpvtltd.in,+91-9362559861,500000,Active
23SYRSB7785E1Z7,MP Infrastructure Pvt Ltd,"Sector B, Rewa",Rewa,2021-08-09,admin@mpinfrastructurepvtltd.in,+91-7602832299,100000,Active
23OWSUJ4394Z1Z0,Apex Enterprises Pvt Ltd,"Sector C, Gwalior",Gwalior,2018-07-05,admin@apexenterprisespvtltd.in,+91-9987078162,5000000,Active
23CEALF1601Y1Z0,Satpura Projects Pvt Ltd,"Sector C, Dewas",Dewas,2017-01-05,admin@satpuraprojectspvtltd.in,+91-9283124810,100000,Active
23MMYJV9490E1ZA,Elite Enterprises Pvt Ltd,"Sector A, Jabalpur",Jabalpur,2016-07-24,admin@eliteenterprisespvtltd.in,+91-7763117602,5000000,Active
23YADTW4686G1ZD,Narmada Buildcon Pvt Ltd,"Sector A, Ujjain",Ujjain,2018-07-24,admin@narmadabuildconpvtltd.in,+91-9836423268,500000,Active
23GUXRO5458O1ZD,Elite Associates Pvt Ltd,"Sector A, Satna",Satna,2018-08-01,admin@eliteassociatespvtltd.in,+91-7556374293,100000,Active
23OIZNG5844X1ZI,Apex Construct Pvt Ltd,"Sector C, Gwalior",Gwalior,2020-04-15,admin@apexconstructpvtltd.in,+91-7298223549,500000,Active
23BIGGC8091W1ZP,Satpura Projects Pvt Ltd,"Sector B, Gwalior",Gwalior,2018-07-28,admin@satpuraprojectspvtltd.in,+91-9037847385,1000000,Active
23JSTCF5248G1Z8,Bhoj Buildcon Pvt Ltd,"Sector A, Satna",Satna,2022-12-25,admin@bhojbuildconpvtltd.in,+91-7807182898,1000000,Active
23XZVSA8156M1ZF,Elite Projects Pvt Ltd,"Sector C, Dewas",Dewas,2022-06-01,admin@eliteprojectspvtltd.in,+91-9186713276,500000,Active
23IJBAG7339L1ZC,Narmada Enterprises Pvt Ltd,"Sector A, Satna",Satna,2020-10-13,admin@narmadaenterprisespvtltd.in,+91-8908913373,5000000,Active
23TCLMZ6594F1ZS,MP Infrastructure Pvt Ltd,"Sector C, Gwalior",Gwalior,2022-09-18,admin@mpinfrastructurepvtltd.in,+91-7744688096,100000,Active
23IZOLU2839H1ZB,Malwa Construct Pvt Ltd,"Sector C, Ratlam",Ratlam,2022-11-01,admin@malwaconstructpvtltd.in,+91-7943864409,100000,Active
23GYDJO4705J1ZE,Narmada Infrastructure Pvt Ltd,"Sector A, Jabalpur",Jabalpur,2019-02-04,admin@narmadainfrastructurepvtltd.in,+91-8681069741,1000000,Active
23HPLBD7901X1ZJ,Bhoj Associates Pvt Ltd,"Sector B, Sagar",Sagar,2018-09-08,admin@bhojassociatespvtltd.in,+91-7474469095,1000000,Active
23YVHGB5075L1ZK,Bhoj Construct Pvt Ltd,"Sector A, Sagar",Sagar,2020-05-03,admin@bhojconstructpvtltd.in,+91-7909822726,500000,Active
23DEBIJ7409A1ZZ,Satpura Projects Pvt Ltd,"Sector A, Bhopal",Bhopal,2014-12-04,admin@satpuraprojectspvtltd.in,+91-8037428710,100000,Active
23AKXUW7689F1ZY,Narmada Projects Pvt Ltd,"Sector C, Gwalior",Gwalior,2014-04-20,admin@narmadaprojectspvtltd.in,+91-8289396969,1000000,Active
23TXJLL7164M1Z4,Satpura Construct Pvt Ltd,"Sector A, Jabalpur",Jabalpur,2018-09-15,admin@satpuraconstructpvtltd.in,+91-8022410031,100000,Active
23EHSEX8176H1ZX,Narmada Projects Pvt Ltd,"Sector B, Jabalpur",Jabalpur,2018-04-22,admin@narmadaprojectspvtltd.in,+91-7140820603,500000,Active
23JQLUQ6365K1Z9,Elite Associates Pvt Ltd,"Sector B, Sagar",Sagar,2017-05-08,admin@eliteassociatespvtltd.in,+91-9470573037,5000000,Active
23XMACR1031L1ZC,Bhoj Buildcon Pvt Ltd,"Sector A, Sagar",Sagar,2015-08-14,admin@bhojbuildconpvtltd.in,+91-7659571725,5000000,Active
23DJSGD1380D1ZC,Malwa Construct Pvt Ltd,"Sector B, Jabalpur",Jabalpur,2017-09-23,admin@malwaconstructpvtltd.in,+91-9660437572,100000,Active
23DIFZZ3240B1ZP,MP Infrastructure Pvt Ltd,"Sector C, Indore",Indore,2018-09-16,admin@mpinfrastructurepvtltd.in,+91-8172619857,500000,Active
23ZVBNA0568G1ZK,Vindhya Projects Pvt Ltd,"Sector C, Sagar",Sagar,2021-02-08,admin@vindhyaprojectspvtltd.in,+91-9831200441,100000,Active
23TQYOG5972U1Z0,Elite Construct Pvt Ltd,"Sector A, Indore",Indore,2014-04-24,admin@eliteconstructpvtltd.in,+91-7565476872,1000000,Active
23UCWKS3416R1ZS,MP Construct Pvt Ltd,"Sector B, Ratlam",Ratlam,2020-11-09,admin@mpconstructpvtltd.in,+91-7901928241,5000000,Active
23XZQQA6111L1ZS,Bhoj Buildcon Pvt Ltd,"Sector C, Dewas",Dewas,2014-03-31,admin@bhojbuildconpvtltd.in,+91-8216426140,5000000,Active
23VRUXB6225P1ZR,Apex Associates Pvt Ltd,"Sector C, Satna",Satna,2018-07-19,admin@apexassociatespvtltd.in,+91-7524787613,5000000,Active
23ZREBD1411C1Z8,Malwa Projects Pvt Ltd,"Sector B, Jabalpur",Jabalpur,2015-09-17,admin@malwaprojectspvtltd.in,+91-7503249905,1000000,Active
23VWFGP5519Z1ZF,Satpura Projects Pvt Ltd,"Sector A, Ujjain",Ujjain,2020-05-04,admin@satpuraprojectspvtltd.in,+91-8604436797,5000000,Active
23YVEIO2808G1ZU,MP Infrastructure Pvt Ltd,"Sector A, Indore",Indore,2017-12-05,admin@mpinfrastructurepvtltd.in,+91-9803808277,500000,Active
23MTQAA0427Y1ZY,Apex Buildcon Pvt Ltd,"Sector C, Sagar",Sagar,2015-05-28,admin@apexbuildconpvtltd.in,+91-9096815208,1000000,Active
23VCNOY9415U1ZR,Vindhya Buildcon Pvt Ltd,"Sector B, Gwalior",Gwalior,2016-03-31,admin@vindhyabuildconpvtltd.in,+91-8414730854,100000,Active
23JSHKZ6940F1ZG,Satpura Associates Pvt Ltd,"Sector A, Indore",Indore,2022-12-14,admin@satpuraassociatespvtltd.in,+91-7210898583,1000000,Active
23AKXKX6671W1ZA,MP Enterprises Pvt Ltd,"Sector A, Ujjain",Ujjain,2014-11-23,admin@mpenterprisespvtltd.in,+91-8730372973,500000,Active
23BFSNZ2564Q1ZL,Vindhya Projects Pvt Ltd,"Sector A, Gwalior",Gwalior,2021-07-06,admin@vindhyaprojectspvtltd.in,+91-7815460762,500000,Active
23KLVBN6446V1Z8,Elite Infrastructure Pvt Ltd,"Sector C, Bhopal",Bhopal,2014-05-09,admin@eliteinfrastructurepvtltd.in,+91-8985046014,100000,Active
23NSTJD3153G1ZN,Vindhya Associates Pvt Ltd,"Sector A, Indore",Indore,2014-11-24,admin@vindhyaassociatespvtltd.in,+91-8891775550,500000,Active
23KGQEU4218I1ZQ,Narmada Projects Pvt Ltd,"Sector A, Indore",Indore,2016-06-13,admin@narmadaprojectspvtltd.in,+91-9322888691,1000000,Active
23DMNCU7938U1ZJ,Apex Projects Pvt Ltd,"Sector B, Jabalpur",Jabalpur,2020-04-22,admin@apexprojectspvtltd.in,+91-9279434381,500000,Active
23DCSTR3394M1Z4,MP Buildcon Pvt Ltd,"Sector A, Dewas",Dewas,2022-02-05,admin@mpbuildconpvtltd.in,+91-8787156508,5000000,Active
23INMNZ9797A1ZR,Vindhya Buildcon Pvt Ltd,"Sector B, Ratlam",Ratlam,2020-11-01,admin@vindhyabuildconpvtltd.in,+91-8915587701,100000,Active
23NBTZI0938C1ZU,Apex Construct Pvt Ltd,"Sector A, Ratlam",Ratlam,2019-08-15,admin@apexconstructpvtltd.in,+91-8818784478,5000000,Active
23DLKZL8265Z1ZQ,Satpura Associates Pvt Ltd,"Sector A, Sagar",Sagar,2021-09-10,admin@satpuraassociatespvtltd.in,+91-8297627138,5000000,Active
23CMJNX5629T1ZT,Satpura Projects Pvt Ltd,"Sector C, Rewa",Rewa,2017-05-26,admin@satpuraprojectspvtltd.in,+91-7136407935,100000,Active
23YJUGO1551J1ZE,Narmada Infrastructure Pvt Ltd,"Sector B, Rewa",Rewa,2018-06-15,admin@narmadainfrastructurepvtltd.in,+91-9003778319,1000000,Active
23CEHHL0971P1ZX,Elite Infrastructure Pvt Ltd,"Sector A, Bhopal",Bhopal,2021-08-10,admin@eliteinfrastructurepvtltd.in,+91-8361234334,5000000,Active
23BBQLU3267E1ZO,Bhoj Associates Pvt Ltd,"Sector C, Sagar",Sagar,2014-12-22,admin@bhojassociatespvtltd.in,+91-7561570202,100000,Active
23YODLH6655U1ZD,Narmada Associates Pvt Ltd,"Sector B, Sagar",Sagar,2021-11-04,admin@narmadaassociatespvtltd.in,+91-9725914107,1000000,Active
23YGOHR8806N1ZR,MP Infrastructure Pvt Ltd,"Sector A, Ratlam",Ratlam,2019-08-04,admin@mpinfrastructurepvtltd.in,+91-9321346003,5000000,Active
23KCXVQ9506H1ZC,Bhoj Buildcon Pvt Ltd,"Sector B, Bhopal",Bhopal,2014-10-23,admin@bhojbuildconpvtltd.in,+91-8019702957,5000000,Active
23RJEJH8237Q1ZK,Bhoj Projects Pvt Ltd,"Sector A, Jabalpur",Jabalpur,2018-10-20,admin@bhojprojectspvtltd.in,+91-8767966195,5000000,Active
23AJCKM7208R1ZS,Narmada Enterprises Pvt Ltd,"Sector A, Bhopal",Bhopal,2014-04-16,admin@narmadaenterprisespvtltd.in,+91-7187508233,5000000,Active
23NVWTT9120P1Z2,Elite Projects Pvt Ltd,"Sector B, Bhopal",Bhopal,2020-02-03,admin@eliteprojectspvtltd.in,+91-9026484137,500000,Active
23XUISZ6773X1ZO,Malwa Associates Pvt Ltd,"Sector A, Rewa",Rewa,2021-09-15,admin@malwaassociatespvtltd.in,+91-8637490753,500000,Active
23CZCTB9765K1ZV,MP Construct Pvt Ltd,"Sector C, Sagar",Sagar,2015-10-24,admin@mpconstructpvtltd.in,+91-7861909573,500000,Active
23DPFSE2203S1ZD,Satpura Construct Pvt Ltd,"Sector B, Jabalpur",Jabalpur,2015-10-06,admin@satpuraconstructpvtltd.in,+91-8765118649,5000000,Active
23ZCWJE7990W1ZP,Malwa Associates Pvt Ltd,"Sector C, Gwalior",Gwalior,2017-04-26,admin@malwaassociatespvtltd.in,+91-7858618450,5000000,Active
23SEVXN5779D1Z8,Malwa Projects Pvt Ltd,"Sector A, Satna",Satna,2015-02-03,admin@malwaprojectspvtltd.in,+91-8092461281,5000000,Active
23ZTZNV3767B1ZP,Bhoj Associates Pvt Ltd,"Sector C, Satna",Satna,2020-11-16,admin@bhojassociatespvtltd.in,+91-9919795123,5000000,Active
23FGUHZ4978F1ZW,Malwa Enterprises Pvt Ltd,"Sector C, Ratlam",Ratlam,2018-11-25,admin@malwaenterprisespvtltd.in,+91-7568014138,1000000,Active
23QXDIX9192N1Z5,MP Infrastructure Pvt Ltd,"Sector B, Ratlam",Ratlam,2016-08-06,admin@mpinfrastructurepvtltd.in,+91-8976394704,100000,Active
23TLIXA9016M1Z7,MP Projects Pvt Ltd,"Sector C, Ujjain",Ujjain,2021-07-11,admin@mpprojectspvtltd.in,+91-7624180132,5000000,Active
23GOCID3761E1Z4,Satpura Construct Pvt Ltd,"Sector C, Bhopal",Bhopal,2019-02-27,admin@satpuraconstructpvtltd.in,+91-8145523732,5000000,Active
23QHLPJ9663G1ZA,MP Construct Pvt Ltd,"Sector A, Gwalior",Gwalior,2018-07-26,admin@mpconstructpvtltd.in,+91-9080140195,5000000,Active
23ODOVR7834Q1ZV,Apex Infrastructure Pvt Ltd,"Sector B, Bhopal",Bhopal,2016-02-18,admin@apexinfrastructurepvtltd.in,+91-9727916836,1000000,Active
23BWKMC2497W1ZC,MP Infrastructure Pvt Ltd,"Sector A, Gwalior",Gwalior,2017-04-30,admin@mpinfrastructurepvtltd.in,+91-8756758009,100000,Active
23DLDQA2336C1ZK,Bhoj Infrastructure Pvt Ltd,"Sector C, Indore",Indore,2017-07-18,admin@bhojinfrastructurepvtltd.in,+91-8545252059,100000,Active
23KTFRR3430E1ZZ,Elite Infrastructure Pvt Ltd,"Sector A, Jabalpur",Jabalpur,2014-11-18,admin@eliteinfrastructurepvtltd.in,+91-7160005941,500000,Active
23PJDIU2082S1ZP,Satpura Associates Pvt Ltd,"Sector A, Ratlam",Ratlam,2021-02-22,admin@satpuraassociatespvtltd.in,+91-7255113829,5000000,Active
23AEAKY2354M1Z9,Apex Construct Pvt Ltd,"Sector B, Indore",Indore,2017-02-11,admin@apexconstructpvtltd.in,+91-7552720962,1000000,Active
23ZPRWG6841A1ZG,Vindhya Enterprises Pvt Ltd,"Sector B, Bhopal",Bhopal,2016-02-22,admin@vindhyaenterprisespvtltd.in,+91-8982582139,1000000,Active
23BOIOS7906H1Z4,Narmada Buildcon Pvt Ltd,"Sector A, Ujjain",Ujjain,2014-02-14,admin@narmadabuildconpvtltd.in,+91-7820903915,100000,Active
23CUXZG6197G1ZG,Narmada Enterprises Pvt Ltd,"Sector C, Gwalior",Gwalior,2019-02-13,admin@narmadaenterprisespvtltd.in,+91-7547503580,1000000,Active
23LUZAY3880H1ZC,Bhoj Projects Pvt Ltd,"Sector A, Satna",Satna,2018-02-14,admin@bhojprojectspvtltd.in,+91-9812484267,100000,Active
23XFOHW5499H1Z1,MP Buildcon Pvt Ltd,"Sector B, Gwalior",Gwalior,2018-05-27,admin@mpbuildconpvtltd.in,+91-9705307708,5000000,Active
23JNCBX9456D1Z2,MP Construct Pvt Ltd,"Sector C, Sagar",Sagar,2015-05-24,admin@mpconstructpvtltd.in,+91-8707478187,100000,Active
23UVHRI5675V1Z0,Bhoj Infrastructure Pvt Ltd,"Sector A, Jabalpur",Jabalpur,2018-08-10,admin@bhojinfrastructurepvtltd.in,+91-9352508469,500000,Active
23HPTIR9671B1ZL,Apex Enterprises Pvt Ltd,"Sector C, Sagar",Sagar,2017-02-26,admin@apexenterprisespvtltd.in,+91-8894578852,100000,Active
23CUHHN2876E1ZZ,Vindhya Associates Pvt Ltd,"Sector B, Bhopal",Bhopal,2015-02-28,admin@vindhyaassociatespvtltd.in,+91-8176212138,1000000,Active
23VSNCZ8763D1Z1,Apex Construct Pvt Ltd,"Sector C, Satna",Satna,2014-03-22,admin@apexconstructpvtltd.in,+91-7326999184,500000,Active
23MBJFK4731U1ZB,Malwa Buildcon Pvt Ltd,"Sector A, Dewas",Dewas,2016-04-30,admin@malwabuildconpvtltd.in,+91-9822405737,100000,Active
23TGNCW2478E1ZN,MP Buildcon Pvt Ltd,"Sector B, Sagar",Sagar,2016-06-01,admin@mpbuildconpvtltd.in,+91-8990892587,100000,Active
23BZQOL6948X1Z7,MP Associates Pvt Ltd,"Sector B, Indore",Indore,2020-02-04,admin@mpassociatespvtltd.in,+91-9713434542,5000000,Active
23AWAJM6803Y1Z1,Apex Construct Pvt Ltd,"Sector C, Ratlam",Ratlam,2020-08-08,admin@apexconstructpvtltd.in,+91-8935355256,5000000,Active
23QSNYW0468G1ZR,Vindhya Construct Pvt Ltd,"Sector A, Bhopal",Bhopal,2016-11-18,admin@vindhyaconstructpvtltd.in,+91-8952084419,1000000,Active
23FYKSS7006T1ZX,Elite Construct Pvt Ltd,"Sector C, Gwalior",Gwalior,2015-10-29,admin@eliteconstructpvtltd.in,+91-9650493820,1000000,Active
23ZQIFB3841X1ZM,Satpura Projects Pvt Ltd,"Sector C, Jabalpur",Jabalpur,2014-01-16,admin@satpuraprojectspvtltd.in,+91-8292934988,100000,Active
23ATNJH3225M1ZH,Vindhya Infrastructure Pvt Ltd,"Sector C, Sagar",Sagar,2014-10-05,admin@vindhyainfrastructurepvtltd.in,+91-9552037492,500000,Active
